song_name,rhythm_L2,pitch_L2,pitch_der_L2,pitch_med_L2,vib_frame_L2,rhythm_L6_L2,pitch_L6_L2,pitch_der_L6_L2,pitch_med_L6_L2,vib_frame_L6_L2,timbral_dist,pitch_dist,pitch_der_dist,pitch_med_dist,vib_segment_dist,vib_frame_dist,volume_dist,pitch_dynamic_dist,emolina_rhythm_mfcc_dist,emolina_rhythm_pitch_dist,GT
MICH_2,-0.942369696,1.474619127,0.176613032,1.626034723,0.762500205,-0.96544836,1.560976061,0.189403458,1.645207638,0.876199454,0.213154087,-0.691119227,-0.141593298,0.127377089,-0.322738,0.468592905,1.457952312,0.146493133,-0.359831414,3.747406318,4.6
MICH_1,-0.312710777,2.90569338,2.31421653,1.935930031,0.652652962,-0.301776628,2.578024361,2.249844897,1.850352166,0.673892506,0.410677875,-0.418014778,0.62910392,0.131931632,-0.436287787,1.043844552,1.554276764,-0.393998065,-0.280272157,1.00495947,4.6
KARI_3,1.30327965,-0.794361502,2.802310562,2.135739413,-0.07717088,1.386498365,-0.817402674,2.94422153,2.16752035,0.028882493,0.780315334,1.41501954,0.173780847,0.994206513,1.588723952,0.948484699,1.562176045,-0.81678229,0.135593987,2.302540034,1.2
KARI_1,0.409738587,-0.794361502,0.859783772,0.152503729,-0.672700269,0.457489896,-0.817402674,0.965010062,0.170724986,-0.625447947,0.440669819,1.380437714,0.395309374,-0.023623044,1.408993447,0.059529542,0.430675693,-0.408411163,-0.194350466,2.678216433,1.2
KARI_0,-0.144645565,-0.794361502,1.99886357,0.895130847,-0.062541,-0.107265597,-0.817402674,2.089467793,0.908196293,-0.023349036,-0.135698568,1.125073088,1.255463936,0.581729095,4.683610992,0.372448412,-0.413000098,-0.170595036,-0.331680786,2.441420842,1.2
KARI_2,-0.084504527,-0.794361502,0.181191632,4.145556979,-0.35172314,-0.058946896,-0.817402674,0.203935939,4.085986576,-0.365133149,0.773376453,1.13694375,1.161935543,1.772511241,1.804401113,-0.296522206,0.69124855,-0.463661374,0.097359401,2.249603326,1.2
ITAN_3,0.591940917,-0.794361502,1.908397241,2.422121823,0.66727282,0.66452243,-0.817402674,2.061623928,2.50070285,0.883983387,0.595548037,1.33577,0.330912776,0.881146061,0.458949255,1.987012892,-0.847625442,0.576483907,-0.305237053,-0.436754542,3
ITAN_0,-0.86899294,-0.794361502,-0.557883344,-0.776908317,0.561477167,-0.883810199,-0.817402674,-0.507477307,-0.732514815,0.92152945,0.299446866,1.396390524,0.528596586,0.777647607,-0.791319276,1.268231195,-0.672538774,0.75664764,-0.357716261,-0.772177691,3
ITAN_1,-0.304341945,-0.794361502,0.05786314,-1.014007792,1.966744371,-0.288481071,-0.817402674,0.005863255,-1.049216452,2.184889756,0.769594441,2.385450433,1.057462901,2.451074546,-0.721837005,3.878242141,-0.928998462,-1.059402783,-0.38037454,-0.766191277,3
ITAN_2,-0.749454369,0.177456488,-0.411068698,-0.303067912,-0.117578899,-0.760526504,0.192562364,-0.453701167,-0.319596795,-0.134372744,0.468186038,0.178500127,1.928561712,5.372905076,-0.408320003,4.009968565,-0.696255804,-2.385407853,-0.286443086,-0.474422074,3
DAVI_2,0.077638839,-0.794361502,0.268959297,-0.194699044,1.512058617,0.10483382,-0.817402674,0.255630319,-0.244508276,1.6726061,0.631360939,1.146988098,1.193393651,-0.427642037,1.458398798,-0.326392149,-0.327618307,-0.403606797,-0.28118024,1.25020248,1.2
DAVI_3,0.5779568,-0.794361502,-0.008334274,0.337784679,0.195423704,0.635932383,-0.817402674,-0.020297844,0.310887293,0.213262509,0.871928189,1.216431679,0.240820983,-0.198050833,0.384918098,0.667923136,-0.468469267,-0.283497642,-0.005106344,2.873487604,1.2
DAVI_1,-0.778147121,0.012714536,1.402864533,1.757902893,0.475448611,-0.790534553,0.120543063,1.52155097,1.770725555,0.708431538,0.304956647,1.045342346,0.073590737,0.212424657,-0.058064837,-0.010396826,-0.045351941,-1.278001445,-0.351851003,2.138683926,1.2
DAVI_0,-0.67709313,-0.794361502,0.557887976,0.171370216,1.046577665,-0.675960671,-0.817402674,0.514666494,0.129852478,1.108740816,0.071158077,0.555615179,0.976200527,0.098457863,0.736743106,0.314972604,-0.880959536,-0.192214684,-0.380931129,2.277409682,1.2
ZHIY_3,0.631739859,-0.794361502,0.497123798,-0.492040895,-0.770727741,0.678371498,-0.817402674,0.484163493,-0.524651466,-0.926200307,0.29439549,1.183256367,-0.326852477,-0.794315602,-0.069205036,-0.185640392,-0.171915544,-0.300312924,0.370888733,0.17521274,2.6
ZHIY_1,-0.175720192,-0.794361502,-0.222495141,-0.152348728,-0.095375398,-0.158453706,-0.817402674,-0.232336406,-0.114580621,-0.072112716,-0.102809514,1.033501834,-0.477587043,0.244974598,0.113179802,0.022038227,-0.886496704,0.021579612,-0.32685313,0.910951513,2.6
ZHIY_2,0.05286081,-0.794361502,-0.864074933,-0.873295584,-0.891264491,0.084811812,-0.817402674,-0.911053492,-0.911242844,-1.052198155,-0.008897727,1.372367555,0.495499484,-1.026755182,-0.346049625,-0.720527689,-0.587932332,-0.187410318,-0.297695342,-0.906042189,2.6
ZHIY_0,0.329255827,-0.794361502,-0.122495084,-0.034016869,-0.564855584,0.404820418,-0.817402674,-0.112511849,-0.068055728,-0.639991613,-0.288006781,0.97824001,-0.217145629,-0.786562832,-0.212244442,-0.574434651,-1.200253991,0.201743344,-0.279929628,0.814436031,2.6
SPUR_1,0.188740646,0.53756526,-0.771404328,-0.280660344,1.541461443,0.226672978,0.515569734,-0.823963456,-0.328226928,1.438475684,-0.763081787,-1.07274655,-0.506179556,-0.100557208,-0.357323849,-0.696423759,-0.64674949,-0.081714262,-0.346367893,0.342198292,3
SPUR_3,0.110977933,0.508415012,-0.918884116,-0.953706898,-1.121922102,0.148294143,0.485406591,-0.968551936,-0.989973335,-1.302454309,-0.719480265,-1.034202075,-1.036246037,-1.132119457,-0.384901506,-0.635414379,-0.963866752,-0.156181938,-0.300172414,0.535426884,3
SPUR_0,-0.404218184,0.418014388,-0.339065248,-0.900552226,0.377091175,-0.381355446,0.399150507,-0.39077074,-0.935974056,0.262896933,-0.782867304,-1.058751076,-0.351490256,-1.02764162,-0.24091385,-0.714250889,-0.147913833,-0.086518628,-0.332447132,-0.142582966,3
SPUR_2,-0.084069885,0.169132043,-0.847247363,-0.889391697,0.507046351,-0.068276735,0.156465928,-0.898299349,-0.928406116,0.39813395,-0.27894554,-1.081830447,-0.410996308,-0.976870481,-0.646378837,-0.824125381,-0.854982807,-0.10333391,-0.368093846,-0.741969845,3
KENN_2,-0.693547925,0.629506412,-0.465293019,-0.373422061,-0.370086984,-0.702635183,0.730040101,-0.488171283,-0.397051061,-0.439785882,0.004272395,0.792503259,-0.29068887,-0.278876061,1.717246186,-0.693317744,-0.514232002,-0.182605952,-0.389391754,-0.191654554,2.8
KENN_1,-0.224027074,-0.794361502,0.722644478,0.762758271,-0.692403757,-0.201174967,-0.817402674,0.84654695,0.934020707,-0.677147739,-0.121043742,0.682376521,-0.825741065,0.602862286,-0.789683564,-0.7378483,-0.395415338,-0.122551374,-0.348225719,0.622877706,2.8
KENN_0,-0.647461265,-0.794361502,0.207978781,0.312573615,-0.921128947,-0.644627226,-0.817402674,0.351248511,0.543646588,-0.85673062,-0.500855563,0.405301546,-0.370523733,0.342911901,0.019286867,-0.944325423,-0.425583818,0.288221935,-0.379205181,0.528649448,2.8
KENN_3,0.569184713,-0.582015948,0.139782192,0.41580725,0.358358682,0.632872868,-0.576232459,0.135419088,0.386238766,0.3738304,-0.188447652,0.796838298,1.223688603,1.66722237,-0.598207934,-0.219324219,-1.152252966,-2.918692501,-0.151080663,-0.104890982,2.8
