song_name,rhythm_L2,pitch_L2,pitch_der_L2,pitch_med_L2,vib_frame_L2,rhythm_L6_L2,pitch_L6_L2,pitch_der_L6_L2,pitch_med_L6_L2,vib_frame_L6_L2,timbral_dist,pitch_dist,pitch_der_dist,pitch_med_dist,vib_segment_dist,vib_frame_dist,volume_dist,pitch_dynamic_dist,emolina_rhythm_mfcc_dist,emolina_rhythm_pitch_dist,GT
VHEN_6,-0.663439117,-0.220911334,-1.016341996,-0.921794359,-0.895490992,-0.69715262,-0.223000106,-1.061863226,-0.958389416,-1.027236817,-0.643387057,-1.212529991,-0.575979547,-1.09317951,-0.50483213,-0.962892125,-1.031769657,0.187330245,-0.377907679,-0.937770873,3.2
VHEN_2,-0.445881318,0.103066327,-0.962736009,-0.368894609,0.431692912,-0.484557042,0.044358983,-1.018277023,-0.445681927,0.282756965,-0.725607536,-1.184266334,-0.30575704,-0.065657556,-0.93741937,-0.484489716,-0.746242792,0.420342006,-0.361663665,-0.834647218,3.2
VHEN_4,-0.614248491,-0.688766665,-1.006080738,-1.034028727,-1.698805067,-0.433857321,-0.650319405,-0.973396991,-1.01978222,-1.628252908,-2.746051631,-1.298542222,-2.159670599,-1.189543387,-1.088522083,-1.216075741,-1.262501404,-0.014453135,-0.382645055,-1.145266102,3.2
VHEN_5,-0.320693259,0.161526681,-0.710279227,-0.882911661,0.791068147,-0.36312835,0.147322925,-0.768920154,-0.92639765,0.620145153,-0.61514549,-1.093635104,-0.707627765,-1.044099565,-0.141234453,-0.561044789,-0.825215351,0.189732428,-0.35534455,-0.872185334,3.2
VHEN_7,-0.484493507,-0.087786557,-0.70383481,1.318620581,0.476747804,-0.526780489,-0.041032196,-0.735048785,1.295783057,0.492887088,-0.849656314,-1.046308934,0.46298396,1.404593232,-0.456341553,-0.35775211,0.427944835,-0.920076163,-0.371662883,-0.143295627,3.2
BAND_6,0.570787118,-0.794361502,-0.298191452,0.436545003,-1.361344614,0.536189714,-0.817402674,-0.116481316,0.635997466,-1.263841844,1.774968277,0.20071185,-0.16987916,-0.295575642,1.452320434,-0.178959139,1.253638101,0.225765175,1.405390423,-0.236117964,1.8
BAND_3,2.608769702,-0.639498597,0.016828085,0.448978033,-0.383392272,2.454763837,-0.585210974,0.421867723,0.817652716,0.212888686,0.894597061,-0.162847849,0.019688987,0.695178487,0.877169557,-0.31830882,0.342061522,0.732625809,0.385953618,0.032810124,1.8
BAND_7,3.509590286,-0.794361502,0.084955373,0.387294329,-1.508210133,3.361040981,-0.817402674,0.704160824,1.060940305,-1.172541686,0.90263114,-0.48107468,-1.0031225,-0.116388098,4.519592381,-0.424334637,0.751693804,0.785473837,0.109204485,-0.77427539,1.8
BAND_0,0.339811208,-0.794361502,-0.335492759,-0.264212204,-1.652690915,0.283917353,-0.817402674,-0.038689383,0.059383576,-1.505352647,1.032800124,-0.405859267,-1.114679825,-0.380498546,0.11406331,0.17346925,0.550055209,1.494117851,0.529690988,-0.661120656,1.8
BAND_5,-0.424852775,-0.794361502,4.808705345,-0.167045033,1.069186106,-0.459399443,-0.817402674,4.601744809,-0.188452187,1.009530616,1.358417289,1.090580387,2.85231981,0.00867445,1.275737895,3.05515332,0.040611085,-0.141768839,-0.012478727,-0.265531728,1.8
BAND_4,1.157824342,-0.794361502,-0.889165453,-1.060878,-0.471616827,1.923678203,-0.817402674,-0.803447134,-1.05993965,0.064531849,-2.000521512,-0.384602447,-0.725286602,0.036276183,0.251564468,0.372643244,-0.661648993,1.124181654,0.517344367,-1.032941676,1.8
BAND_2,0.219588976,-0.794361502,0.955190162,2.082278957,0.717657363,0.179307311,-0.817402674,0.785286658,1.735559144,0.486632313,1.78126568,1.348846898,1.093732249,0.3836098,0.183439701,1.08678411,1.429046871,-0.144171022,2.570096749,1.825703714,1.8
BAND_1,-0.389325914,-0.794361502,-0.009058403,-0.523747551,2.688990463,-0.41890316,-0.817402674,-0.048951871,-0.535888133,2.758111495,0.803718371,1.473138791,0.082843122,-0.155588261,1.516747874,2.359426052,0.570389555,0.482798766,0.615803819,-0.210003349,1.8
NJAT_0,-0.185028042,0.619711125,-0.165698504,-0.774290036,-0.295158242,-0.229218856,0.655455291,-0.217793411,-0.791025335,-0.403515511,0.031947441,-0.958006516,-0.321618271,1.537469481,-0.347973211,-0.319226243,1.107194648,0.160906231,-0.374652806,-0.742512714,2.2
NJAT_6,0.20813767,0.318694105,-0.68038339,-0.492037572,-0.68568343,0.153188791,0.279266385,-0.730992271,-0.539459215,-0.858441978,-0.204094021,-0.949871423,-0.327275443,-0.272700659,0.302442888,-0.104737812,-0.332117341,0.285819752,-0.089683501,-0.404689765,2.2
NJAT_1,0.160408658,0.094479683,-0.091753723,-0.52296191,1.140056864,0.121812333,0.105724527,-0.160435915,-0.576466327,1.021084285,-0.606419947,-1.01917653,-0.98118113,-0.870619422,-0.723352068,-0.212492213,0.762873099,0.487603133,-0.356003807,-0.91273867,2.2
NJAT_4,-0.668363409,-0.464922255,-0.886000757,-0.909297094,-1.689410495,-0.505869129,-0.326373284,-0.815725369,-0.86163279,-1.613245706,-2.286013111,-1.118452849,-1.935498533,-1.176238579,-0.524094242,-1.116474389,-0.767112587,0.062416724,-0.356691508,-1.08201293,2.2
NJAT_7,-0.818002722,1.283011748,-0.482990342,-0.84693097,-0.850694058,-0.854835669,1.367931302,-0.514887472,-0.880574317,-0.97494261,-0.366759485,-0.762479521,-0.417578719,-0.882227594,-0.967128146,-0.657844547,-0.482666808,0.530842428,-0.37326112,-0.580741686,2.2
NJAT_3,1.88130745,0.827849157,-0.549687326,-0.540580389,-0.981844682,1.742461263,0.843537165,-0.586001115,-0.565412367,-1.139048761,-0.025287485,-0.855953612,0.385475411,-0.34972942,0.138304502,-0.212205459,0.545839804,0.65575595,2.654680522,-1.045741829,2.2
NJAT_5,-0.008006182,0.598925188,-0.155203036,-0.146013687,1.137198372,-0.062577185,0.543525712,-0.249171763,-0.260577156,1.041075435,-0.356288889,-0.783705484,-0.262297267,-0.788050785,-0.577683462,0.800200542,-0.168046992,-0.982532924,-0.22863004,-0.050886668,2.2
NJAT_2,0.503898951,0.604656414,-0.041492489,0.293601684,1.98290098,0.423939716,0.529532885,-0.121096381,0.188901427,1.842037629,0.008815248,-0.37566041,0.44498675,1.036545088,-0.555119265,0.16529972,-0.03567061,-1.626317994,0.45401968,-0.095650347,2.2
DANI_2,-0.499027093,1.046498564,-0.330011509,0.408897751,1.040647202,-0.533000474,0.902243081,-0.418223821,0.241490145,0.8852457,1.013421024,-0.545348783,-0.27556783,0.274360751,-0.177062948,0.034057612,1.438790717,0.146493133,-0.244886374,0.12242961,2.8
DANI_4,-1.0071827,1.662825427,-0.551522597,0.786761798,-0.927065973,-0.984567767,2.323424949,-0.356030907,1.431571517,-0.568168336,-1.698663339,-1.025656191,-1.561966541,0.607937116,-0.714665912,-0.184380054,-0.69777556,-0.281095459,0.178340073,-0.931157409,2.8
DANI_6,-0.1912705,0.700442937,0.205735686,0.147366843,0.910707081,-0.225847257,0.667440157,0.163277823,0.078155135,0.821142749,0.954594032,-0.69717216,0.866758033,0.630769682,1.052209183,1.107347308,1.980062464,0.295428485,-0.15739139,0.049036035,2.8
DANI_0,0.927629892,1.583278844,0.822670131,0.007573361,-0.319752716,0.859294556,1.572365569,0.676984655,0.00220889,-0.528429394,0.502648005,-0.626474526,0.816953767,1.777115081,-0.669949048,0.537655861,0.228242261,-0.040877149,0.12354516,0.382352276,2.8
DANI_5,0.230350868,1.572820775,0.159587399,2.144502484,0.384770991,0.183593573,1.513165153,0.075815284,1.862749629,0.223753757,0.989022735,-0.684542362,-0.02844985,0.237144432,1.291454186,1.342030186,1.449185627,0.134482217,-0.064439341,0.460245246,2.8
DANI_7,1.167284404,1.461508118,1.292099465,0.917732924,1.179985205,1.077833001,1.430794943,1.306899263,0.848712121,1.093686328,0.792092949,-0.830692247,0.576656116,1.145775166,0.18794087,0.654943508,1.743144679,1.561378978,0.332308504,0.660069532,2.8
DANI_3,1.154623791,2.133681811,-0.843541278,-0.667437967,0.67925151,1.075573416,2.147971708,-0.873807645,-0.662828698,0.658793287,0.697117338,-0.723385674,0.61260824,0.606371716,0.824298763,-0.072063137,1.173777346,1.77277109,-0.101041397,1.317281435,2.8
DANI_1,0.005975698,0.712122696,0.804926246,0.768219314,2.083495596,-0.027521194,0.691890092,0.701465845,0.650944489,1.97428214,0.584424094,-0.745491146,-0.10194022,1.232958627,1.017379592,0.748919141,-0.066734439,0.201743344,-0.124149971,1.252926432,2.8
MPUR_3,-0.795054228,-0.029450526,-0.670363196,-0.336624087,-0.705531846,-0.827682658,0.022271118,-0.696793805,-0.307764808,-0.791586597,-0.738589646,0.407060594,0.264797878,0.828972075,-0.355464688,-0.547409995,0.119969491,1.347584682,-0.374829579,-0.579421107,2
MPUR_6,-0.811495595,-0.794361502,1.304323887,1.473784968,0.79670824,-0.842540821,-0.817402674,1.170416679,1.38567635,0.700134643,0.533898711,0.495628071,0.102934015,0.304127052,-0.561252958,0.127695345,-0.565930947,0.362689612,-0.359733445,0.726982154,2
MPUR_0,-0.871335672,-0.634343832,-0.998186138,-0.995784026,-1.166486353,-0.90379781,-0.640725058,-1.048452334,-1.034581064,-1.365552614,-1.274620336,-1.42509604,-0.709213888,-1.035864407,-0.860280704,-0.663545643,-0.276794301,0.285819752,-0.366999932,-1.108037157,2
MPUR_1,-0.638022151,-0.510238191,-0.823714036,-0.981446017,0.449419419,-0.668997464,-0.51251676,-0.87956048,-1.016717122,0.339280768,-1.14585958,-1.374797276,-1.182618765,-1.021952218,-1.196169503,-0.801319846,-0.271310681,0.096047288,-0.34517368,-0.979455354,2
MPUR_2,-0.533385756,-0.794361502,0.377337518,0.576796916,0.726199765,-0.566616102,-0.817402674,0.250791091,0.397693901,0.533295229,0.547694408,1.244277827,0.439985175,-0.587344677,-0.850944675,0.097026979,-0.642753901,0.069623273,-0.359536304,-0.104978151,2
MPUR_7,-0.848228973,0.709699236,-0.728699431,-0.269781364,0.15390135,-0.884764989,0.787530112,-0.750450742,-0.231177403,0.163708288,-0.355933301,0.289512551,-0.053034758,0.697061343,-0.622271271,-0.663688104,0.100446903,1.16742095,-0.366118257,-0.603933925,2
MPUR_5,-0.275024316,-0.794361502,-0.65849467,-0.887041997,0.161769199,-0.320111286,-0.817402674,-0.716705008,-0.932640355,-0.012130214,-0.405137699,0.872510761,-0.554551023,-1.080906668,0.347125505,0.034473492,-0.635334484,0.502016231,-0.279389952,-0.23148206,2
MPUR_4,-0.819956476,-0.184417696,-0.999754072,-0.825836848,-1.516848807,-0.716635717,0.07874519,-0.950650079,-0.723469481,-1.270056105,-2.73138061,-0.486464886,-1.699430544,-0.887679557,-0.9968097,-1.282037532,-1.163971915,0.569277358,-0.388690834,-0.983186614,2
ADIZ_3,-0.418029717,0.923063402,-0.643196739,-0.977003002,-1.235328589,-0.410783388,0.910717968,-0.680978069,-1.008248835,-1.365266817,-0.703715695,-0.875903235,-1.054988725,-1.148601369,-0.694621317,-0.993334996,2.910482923,0.247384823,-0.359192835,0.859981777,4.2
ADIZ_2,-0.312916832,0.987603104,-0.873357035,-0.879360786,-0.631514102,-0.305519441,0.914497381,-0.919434014,-0.920552021,-0.752876222,-0.658368103,-0.885743149,-0.890481324,-1.008913555,-0.454874567,-1.048846046,2.376920869,0.240178273,-0.378873867,-0.657888258,4.2
ADIZ_0,-0.778623765,0.318694472,-0.821157963,-0.83352509,-1.034670554,-0.782454923,0.328897649,-0.860997682,-0.873673955,-1.151677676,-0.699629127,-0.862063923,-0.656025893,-1.065938727,-0.955382898,-0.881898108,2.19331459,-0.038474966,-0.367307744,0.252264901,4.2
ADIZ_1,-0.438835217,0.68637853,-0.492292604,-0.459682316,-1.495700659,-0.43232155,0.698251042,-0.533932247,-0.498324172,-1.687120217,-0.103391814,-0.907179343,-0.866848089,-0.692767096,-0.959786406,-0.650689806,2.403997103,0.002362147,-0.362358353,0.735708358,4.2
AONG_3,0.319140636,0.045406694,-0.57399225,-0.401607173,0.065955351,0.346463092,0.046505799,-0.611589248,-0.468116192,0.008981885,-0.634195553,-1.268310854,0.047292816,-0.884039221,-0.592864007,0.679182195,-0.92214226,-0.19701905,-0.302993953,-0.902648522,4
AONG_2,-0.624352927,-0.07104346,-0.535575232,-0.345427741,-0.337640969,-0.629765056,-0.09063486,-0.567698633,-0.415673922,-0.388135697,-0.282484012,-1.269183542,0.149777517,-0.891879158,-0.708860359,-0.737427451,-0.743300412,-0.285899825,-0.35420016,-0.878436375,4
AONG_0,6.013389908,-0.126855901,-0.822213467,-0.63987207,-0.690132461,5.971221072,-0.129541771,-0.862002143,-0.687133336,-0.780732659,-0.312919185,-1.24130767,0.733100725,-0.931589041,-1.617172259,0.238535727,2.824641778,-0.151377572,3.705309939,-0.892466121,4
AONG_1,-0.484629438,0.164574615,-0.865010416,-0.603578659,-0.629061529,-0.480213371,0.126081622,-0.905955559,-0.656653639,-0.697457822,-0.679590589,-1.294865039,-0.415199534,-0.897882048,-0.552181232,-0.395742359,-0.877130758,-0.153779755,-0.299966603,-0.74595542,4
SAMF_0,-0.94111131,-0.794361502,2.362560532,3.317305687,0.093612255,-0.954981878,-0.817402674,2.215683352,3.067955275,-0.021591178,-0.425476495,1.235195801,0.344817789,0.149361465,0.567429587,0.380351205,-1.046443745,-0.105736093,-0.381758634,1.340379386,3.2
SAMF_2,-0.566221558,-0.794361502,-0.211846109,0.040296626,0.371329106,-0.567572404,-0.817402674,-0.211838377,0.005295769,0.457420246,0.047042842,0.971533107,-0.405154088,-0.884435333,-0.542094704,-0.759381099,-1.011718415,0.048003626,-0.370112608,-0.442036323,3.2
SAMF_1,-0.74295588,-0.794361502,-0.480069652,-0.463184507,-0.136237558,-0.752361518,-0.817402674,-0.498993653,-0.486428809,-0.162927194,-0.016498485,0.949805417,-0.676909847,-0.420737026,-0.169804988,-0.604121293,-0.744460395,-0.0336706,-0.361852709,0.222867927,3.2
SAMF_3,-0.761414584,-0.794361502,-0.29147022,-0.376083675,0.020933922,-0.772657794,-0.817402674,-0.264683636,-0.372428493,0.112391811,0.467370231,0.849182435,-0.816594422,-0.533369388,-0.016589264,-0.8448545,-1.164466358,-0.13456229,-0.353048364,0.108796319,3.2
MICH_0,-0.122902621,2.223505746,0.321834577,1.248347736,0.036571464,-0.082878431,2.216911294,0.335916745,1.091602388,0.011381547,0.154024768,-0.380133984,2.191382311,0.114143193,0.039189758,0.341893443,0.350799769,-0.420422079,-0.283655961,-0.422098531,4.6
MICH_3,0.000972773,3.360609932,2.244895158,3.339616571,0.271355184,0.027594462,3.528820761,2.407098976,3.448120906,0.389131824,0.120345273,-0.419651592,0.391872774,0.229110923,-0.426335189,1.29077214,0.824743983,0.254591372,-0.280593929,-0.033309309,4.6
